timestamp,epoch,step_in_epoch,steps_per_epoch,global_step,loss
2026-05-17T21:31:42Z,0,4251,20976,4250,7.9517
2026-05-17T21:34:06Z,0,4261,20976,4260,7.8592
2026-05-17T21:36:44Z,0,4271,20976,4270,8.0529
2026-05-17T21:38:55Z,0,4281,20976,4280,8.3308
2026-05-17T21:41:07Z,0,4291,20976,4290,7.963
2026-05-17T21:44:05Z,0,4301,20976,4300,7.3445
2026-05-17T21:47:02Z,0,4311,20976,4310,6.8504
2026-05-17T21:49:57Z,0,4321,20976,4320,7.4686
2026-05-17T21:52:17Z,0,4331,20976,4330,8.2435
2026-05-17T21:54:37Z,0,4341,20976,4340,7.8724
2026-05-17T21:56:34Z,0,4351,20976,4350,7.83
2026-05-17T21:58:50Z,0,4361,20976,4360,7.9268
2026-05-17T22:00:44Z,0,4371,20976,4370,7.2005
2026-05-17T22:02:55Z,0,4381,20976,4380,8.1256
2026-05-17T22:05:39Z,0,4391,20976,4390,8.4803
2026-05-17T22:08:57Z,0,4401,20976,4400,8.1111
2026-05-17T22:12:48Z,0,4411,20976,4410,7.8831
2026-05-17T22:15:56Z,0,4421,20976,4420,7.5253
2026-05-17T22:19:13Z,0,4431,20976,4430,7.6973
2026-05-17T22:21:27Z,0,4441,20976,4440,8.0063
2026-05-17T22:23:17Z,0,4451,20976,4450,8.1444
2026-05-17T22:25:21Z,0,4461,20976,4460,8.2519
2026-05-17T22:27:53Z,0,4471,20976,4470,7.2091
2026-05-17T22:31:02Z,0,4481,20976,4480,8.1675
2026-05-17T22:33:14Z,0,4491,20976,4490,8.3792
2026-05-17T22:35:18Z,0,4501,20976,4500,7.0823
